company,critic_name,movie,rating,review_text
fantastiqueZINE,James O'Ehley,Up,fresh,maybe movies are getting worse or maybe pixar is getting better or maybe it's a combination of the two - but up is one of the year's best.
Apollo Guide,Brian Webster,Up,fresh,"up is available in a nifty blu-ray combo pack that gives you a two-disc blu-ray set loaded with extras, a standard dvd of the movie and a digital copy."
Apollo Guide,Brian Webster,Up,fresh,"a joyous, wacky, sometimes bittersweet story of love, loss and making your dreams come true, up does what pixar movies usually do %u2013 it far exceeds our expectations."
Groucho Reviews,Peter Canavese,Up,fresh,it's beginning to seem as if pixar's delivery of one of the very best films of the year will be an unstoppable annual tradition. [blu-ray]
What Would Toto Watch?,Christian Toto,Up,fresh,"up delivers a half hour of pure cinematic magic, followed by the rest of the film which is merely very good."
Examiner.com,Adam Lippe,Up,fresh,do you like hearing kids screaming and parents rushing their children out of the theater never to return? me too.
Slant Magazine,Ed Gonzalez,Up,fresh,"disney's decision to make a bunch of additional up behind-the-scenes goodies available only to blu-ray owners reeks of cruel elitism, but even if this two-disc dvd feels lightweight, the film itself does not."
Times (UK),Cosmo Landesman,Up,fresh,"a hugely enjoyable work, whose care, craftsmanship and creative courage are rarely found in mainstream films - animated or otherwise."
Fan The Fire,Sam Bathe,Up,fresh,don't be surprised if up is sitting pretty atop our top 10 films of the year list come the new year.
ScreenRant,Kofi Outlaw,Up,fresh,"up is arguably pixar's finest achievement to date, and is surprisingly mature (and moving) in its subject matter."
Bangitout.com,Jordan Hiller,Up,fresh,"once the balloons make their grand, eye-popping entrance in a kaleidoscope of color and texture, the film becomes chaotic and silly, and coasts downhill for the remainder."
Orange County and Long Beach Blade,Fr. Chris Carpenter,Up,fresh,one of the best home video releases of 2009
Apollo Guide,Dan Jardine,Up,fresh,one of pixar's most emotionally satisfying creations.
CNNRadio,Paul Chambers,Up,fresh,"pure joy and one of the best films of the year. you gotta have a good story, and this one is a gem. it even made a bit misty-eyed. good stuff from pixar. paul chambers, cnn."
Cinemalogue,Rubin Safaya,Up,fresh,"...if you've ever wondered what kind of jokes dogs would tell if they could speak, here's your chance."
Seanax.com,Sean Axmaker,Up,fresh,... it's another excellent disney disc with well-produced supplements designed to appeal to adults and children alike.
FilmJerk.com,Edward Havens,Up,fresh,"by now, with the movie becoming one of the company's greatest successes, many of us are familiar with the story, and how it continues pixar's incredible streak of great movie experiences."
Sly Fox,Kam Williams,Up,fresh,an instant cartoon classic coming courtesy of a successful collaboration by the good folks at disney and pixar.
ComingSoon.net,Joshua Starnes,Up,fresh,"you never know what you're going to get with this sort of thing, if people will sit on their laurels and bask in the concept or go to the effort of working out a compelling story. luckily the folks at pixar aren't known for taking the easy way out."
Reel Film Reviews,David Nusair,Up,fresh,...an animated masterpiece...
The Film Yap,Nick Rogers,Up,fresh,"adventure is about escaping death's closure, but it's also about clinging to life's openness - letting one escapade's end evolve into something new. ""up"" is a tremendously affecting story of indomitable love, infectious spirit and embraced possibilities."
Quickflix,Simon Miraudo,Up,fresh,has there ever been a bolder moment in a children's film than one in which the lead character essentially sets off on his final journey into the heavens?
Georgia Straight,Ken Eisner,Up,fresh,"there's much to make you laugh and cry, but the image that lingers is that of a gentle, bewildered man carrying his past overhead like a multicoloured cloud on a leash."
Matt's Movie Reviews,Matthew Pejkovic,Up,fresh,a vibrantly bubbly exploration of how life's great adventures can stem from death's gloomy depths
Japan Times,Giovanni Fazio,Up,fresh,"if up has a fault, it's merely that it's following in the footsteps of wall-e, which was possibly the best animated film of the decade."
San Diego Metropolitan,Jean Lowerison,Up,fresh,"the first from pixar to be filmed in disney digital 3-d, up looks and sounds great. the script is charming, touching and altogether delightful; the voice talent perfectly suited to the characters."
Dark Horizons,Brian Orndorf,Up,fresh,disney/pixar's up is a triumphant masterstroke for the studio and their teflon reputation.
Looking Closer,Jeffrey Overstreet,Up,fresh,up has much to offer kids but more to offer adults. we're so entertained we don't realize we're exploring tough questions. how faithful are we in the promises we make?
TV Guide,Perry Seibert,Up,fresh,"there might not be a more dependable name in all of hollywood than pixar, and their tenth animated feature, up, continues the studio's remarkable hot streak."
Paste Magazine,Josh Jackson,Up,fresh,what makes up such a satisfying film is the story of an old man deciding that he still has life left to be lived. and that life is an adventure.
Deadspin,Will Leitch,Up,fresh,"the glory of pixar's films as that they touched on universal themes, all the way through, that just happened to also tickle kids. this one starts out that way, and then settles comfortably into being a kids film."
Projection Booth,Rob Humanick,Up,fresh,quintessential pixar.
TheShiznit.co.uk,Ali Gray,Up,fresh,has more heart and soul in its tiniest pixel than most competitors' movies can boast in their entirety.
Time Out Chicago,Hank Sartin,Up,fresh,"the pacing is perfect, the animation looks terrific, the emotional range is wide, and there are a few sly jokes you might not catch the first time around. that's okay; you'll want to see it a second time anyway."
Movie Metropolis,James Plath,Up,fresh,"as corny as it sounds, up soars to new animation heights."
American Profile,Neil Pond,Up,fresh,"no matter how you look at it, through the innocent eyes of a child or the wider, wiser worldview of an adult, the bright, buoyant up brims with imagination, adventure, humor and heart."
East Bay Express,Kelly Vance,Up,fresh,the most successful moments use screenwriter peterson's rapid-fire witty dialogue and sight gags.
Florida Times-Union,Matt Soergel,Up,fresh,"everything else is up to the studio's usual standard, blending gorgeous and imaginative (but never gimmicky) animation with zippy storytelling, heartfelt sadness and laughs."
The National (UAE),Kaleem Aftab,Up,rotten,"yet, with the story perfectly setup for a classic adventure, the film quickly runs out of ideas and drowns in a series of sentimental clichés."
The eXile,Eileen Jones,Up,rotten,"truthfully, it was only the bird and the dog that saved me from bolting out of the theater. they rated some laughs."
The Oklahoman,Brandy McDonnell,Up,fresh,"the geniuses at disney/pixar continue to elevate the art of the animated film with up, their latest cinematic achievement."
Maclean's Magazine,Brian D. Johnson,Up,fresh,"with up, disney/pixar continues to set the bar for animated features."
Fort Worth Weekly,Kristian M. Lin,Up,fresh,"up is funny, heartfelt, and never less than entertaining."
Willamette Week,Aaron Mesh,Up,fresh,"whatever brainstorming session came up with up allowed docter and co-director bob peterson to grapple not only with old age, but with the kind of maturity rarely broached by cartoons."
The Patriot Ledger,Al Alexander,Up,fresh,"it's quite simply the best pixar yet, seamlessly melding stirring emotions and thrilling adventure into a classic tale about letting go of the past and embracing the moment."
Radio Times,Alan Jones,Up,fresh,up is breathtaking in its imaginative detail and astonishing in its emotional range.
People Magazine,Leah Rozen,Up,fresh,i challenge you not to tear up.
Chicago Daily Herald,Dann Gire,Up,fresh,the first 10 minutes of pixar's fantastical 3-d animated adventure up are a sublime testimonial to the purity and magic of the cinema. i know because i was a sobbing basket case by minute 11.
V Music,Hernán Alcerreca,Toy Story 3,fresh,"a stunning, heartfelt and tremendously entertaining third entry that lives up to the standards of one of the best movie franchises of all time."
Sydney Morning Herald,Paul Byrnes,Toy Story 3,fresh,a crowning achievement for pixar.
Us Weekly,Thelma Adams,Toy Story 3,fresh,"as usual, the toy-box gang is filled with complex characters with flaws and virtues. the 3-d sequel's just as strong as the 2-d classics that came before it."
Orlando Sentinel,Roger Moore,Toy Story 3,fresh,"dazzling, scary and sentimental, toy story 3 is a daringly dark and emotional conclusion to the film series that made pixar famous."
Arizona Republic,Bill Goodykoontz,Toy Story 3,fresh,"toy story 3 is very much a worthy entry in the series, a movie well worth making (and seeing). it continues the legacy. it just doesn't expand upon it."
ComingSoon.net,Edward Douglas,Toy Story 3,fresh,funnier and more poignant than the previous two toy story installments. up there with wall-e and ratatouille as one of pixar's best-realized films.
Hollywood.com,Peter Hall,Toy Story 3,fresh,"toy story 3 is an overwhelming success, rounding out what might just be the best film trilogy ever made."
Time Out,Joshua Rothkopf,Toy Story 3,fresh,"clearly, pixar's genius for adventurous storytelling continues unabated; a prison film would seem to be the furthest idea from safe, but the tale poses a serious challenge to the old saw of terrible second sequels."
Hollywood & Fine,Marshall Fine,Toy Story 3,fresh,"that rare sequel that lives up to and even surpasses its progenitors...a pure winner, with more suspense and laughs (and tears) than any live-action film so far this year."
HitFix,Drew McWeeny,Toy Story 3,fresh,"toy story 3 is a rare meditation on the connections that make us human and the value we place on those connections, and an adventure film in which the greatest treasure you can find is a place called home filled with friends you love."
"Quad City Times (Davenport, IA)",Linda Cook,Toy Story 3,fresh,"andy, someone has made a movie for us!"
Brand X,Andy Klein,Toy Story 3,fresh,"it's pretty much an all-purpose metaphor for, well, everything."
LarsenOnFilm,Josh Larsen,Toy Story 3,fresh,...evokes that time in your life when anything was possible if you had a toy or two and an hour or so on your own.
Huffington Post,Jenna Busch,Toy Story 3,fresh,i feel no sense of guilt here. i still have my first teddy bear...but it was a wonderful film.
Miami Herald,Rene Rodriguez,Toy Story 3,fresh,toy story 3 is a worthy and delirious final chapter to this hallowed animation franchise.
ReelViews,James Berardinelli,Toy Story 3,fresh,"pixar has done it again, extending an amazing streak of successes that stretches all the way back to the original toy story."
CinemaBlend,Joshua Tyler,Toy Story 3,fresh,"i walked out of toy story 3 feeling as if my heart was too full. pixar has already given us two utterly perfect toy story movies, yet this may be the best one yet."
Entertainment Weekly,Owen Gleiberman,Toy Story 3,fresh,"even with the bar raised high, toy story 3 enchanted and moved me so deeply i was flabbergasted that a digitally animated comedy about plastic playthings could have this effect."
UGO,Jordan Hoffman,Toy Story 3,fresh,toy story 3 looks mortality square in the face in a way unheard of for a film ostensibly focused on kids.
The Vine,Darryn King,Toy Story 3,fresh,"suffice it to say, it's proof of how much we love these characters that toy story 3 breaks your heart like you've never had it broken before."
Total Film,Neil Smith,Toy Story 3,fresh,"one of the best films of the year, pixar's long-awaited latest scores in every department. funny, affecting and dramatically fearless, it's as fine a threequel as you could hope for. bring tissues -- lots of tissues."
Austin Chronicle,Kimberley Jones,Toy Story 3,fresh,toy story 3 inspires an uncomplicated adoration: the kind we reserve for our best-loved if ill-worn -- and even occasionally misplaced -- childhood playmates.
St. Louis Post-Dispatch,Joe Williams,Toy Story 3,fresh,it's a well-earned curtain call for some of the most beloved characters in one of the best-sustained feats of recent cinema.
The Movie Minute,Joanna Langfield,Toy Story 3,fresh,"yes, toy story 3 is a dandy addition to landmark series, and, frankly, the timing of its release couldn't be better. a perfect antidote to the news of the ""real world"", this worthy entertainment will also certainly boost what has been a sagging box office"
Cleveland Plain Dealer,Clint O'Connor,Toy Story 3,fresh,"i know you don't want to hear that a movie with a ""3"" in the title is really good. but it's really good."
Orlando Weekly,Justin Strout,Toy Story 3,fresh,"after all is said and done, toy story is andy's story as much as it belongs to his toys, and we're not only in that theater to watch him, but we're seeing him the way that pixar does."
Chicago Tribune,Michael Phillips,Toy Story 3,fresh,"though uneven and less witty than the first two, toy story 3 delivers quite enough in two dimensions."
Chicago Sun-Times,Roger Ebert,Toy Story 3,fresh,"i expect its target audience will love it, and at the box office, it may take right up where how to train your dragon left off. just don't get me started about the 3-d."
Metromix.com,Matt Pais,Toy Story 3,fresh,"the most mature, most childlike, best movie of the series. pure joy in a box. made me happier than any movie has this year so far."
CinemaBlend,Katey Rich,Toy Story 3,fresh,toy story 3 is the first truly must-see film of the summer.
USA Today,Claudia Puig,Toy Story 3,fresh,how the animation wizards at pixar keep coming up with innovative and rapturous stories is one of the miracles in modern film.
Kansas City Star,Robert W. Butler,Toy Story 3,fresh,"you can try to put on your game face, to resist the emotional call of toy story 3. but you'll find yourself practically sobbing over the fate of inanimate objects."
New York Times,A.O. Scott,Toy Story 3,fresh,"this film -- this whole three-part, 15-year epic -- about the adventures of a bunch of silly plastic junk turns out also to be a long, melancholy meditation on loss, impermanence and that noble, stubborn, foolish thing called love."
AV Club,Tasha Robinson,Toy Story 3,fresh,"the film never lets banter, visual gags, or the usual manic kid-flick running about interfere with its more delicately handled thoughts on loyalty, longing, broken relationships, and generational continuity."
Charlotte Observer,Lawrence Toppman,Toy Story 3,fresh,"you'll probably enjoy it, because it's good-humored, snappy, endearingly familiar, produced with intelligence and care. but it's the first pixar effort that feels less like a creative outpouring and more like an obligation."
Detroit News,Tom Long,Toy Story 3,fresh,"more than with any other pixar film, there's an edge and sadness that clings to toy story 3, even as it's bouncing from one zany situation to the next or trotting out some impossibly cute toy character."
Philadelphia Daily News,Gary Thompson,Toy Story 3,fresh,toy story 3 continues pixar's unique tradition of sending grown men out of the theater pretending they're not crying.
Seattle Times,Moira MacDonald,Toy Story 3,fresh,that even grown-up viewers feel invested in the toys' ultimate destination is indicative of the affection held for this franchise; that a third movie in a sequence can still offer charm and delight is the cherry on the sundae.
New York Daily News,Joe Neumaier,Toy Story 3,fresh,"by the time its poetic ending arrives, encapsulating the transformative, continuing power of play, we recognize that none of us move from one stage of life, or beyond, without help from our friends."
Toronto Star,Peter Howell,Toy Story 3,fresh,"toy story 3 is every bit as amusing and delightful as its predecessor, but there are darker elements to the saga."
Christian Science Monitor,Peter Rainer,Toy Story 3,fresh,the best children's films aren't only for children.
Dallas Morning News,Chris Vognar,Toy Story 3,fresh,the technical wizardry only enhances toy story 3's emotional resonance.
Washington Post,Ann Hornaday,Toy Story 3,fresh,"it's an emotional dissonance pixar has always been supremely comfortable with, as toy story 3 once again proves with knowing humor, wildly imaginative visual virtuosity and bittersweet rue."
Slate,Dana Stevens,Toy Story 3,fresh,toy story 3 is a near-perfect piece of popular entertainment.
Filmcritic.com,Sean O'Connell,Toy Story 3,fresh,phenomenal. the perfect addition to what is now an unparalleled cinematic trilogy.
Slant Magazine,Ed Gonzalez,Toy Story 3,fresh,"tears tell no lies in the end: toy story 3 is sketchy, but it's also profoundly moving."
Boston Globe,Ty Burr,Toy Story 3,fresh,"toy story 3 rouses itself, rung by rung of visual and conceptual invention, until it can stand close to the level of pixar's best. more than that: the heart still beats in this franchise's digital chest."
Boston Phoenix,Peter Keough,Toy Story 3,fresh,"it might be g-rated, but toy story 3 is fully mature."
Philadelphia Inquirer,Steven Rea,Toy Story 3,fresh,"toy story 3 is solid, smile-inducing stuff. but by the inherent nature of a sequel, and our familiarity with the main characters, the glow of originality has dissipated."
eye WEEKLY,Adam Nayman,Toy Story 3,fresh,"it's all neatly thought out and executed but, at this point, the pixar mixture of antic slapstick and hard-sell sentimentality has lost some of its potency."
Premiere Magazine,Kristin Hunt,Toy Story 3,fresh,"toy story 3 lives up to its predecessors in terms of cute yet clever humor and action-packed journeys, grabbing you immediately with an incredible opening."
Movieline,Stephanie Zacharek,Toy Story 3,fresh,"it winds its way gently toward its big themes instead of grabbing desperately at them, and because its plot is so beautifully worked out, getting there is almost all of the fun."
Christianity Today,Frederica Mathewes-Green,Toy Story 3,fresh,"toy story 3 is as good as any movie pixar studios has made, and better than a few of them. i'd be tempted to say it's pixar's best film, but it's a close call."
Wall Street Journal,Joe Morgenstern,Toy Story 3,fresh,"i won't tell you what that ending is, but it took my breath away, and i'll bet it takes yours. do see this lovely film sooner than later."
Los Angeles Times,Kenneth Turan,Toy Story 3,fresh,toy story 3 pays attention to the reasons we return again and again to the motion picture experience.
TIME Magazine,Richard Corliss,Toy Story 3,fresh,some toys -- and toy storys -- are to be treasured forever.
E! Online,Dezhda Gaubert,Toy Story 3,fresh,"another sentimental journey with some old friends, new scene-stealers and a powerful, heartfelt mix of sugar and spice."
Milwaukee Journal Sentinel,Duane Dudek,Toy Story 3,fresh,a worthy sendoff for a landmark series.
Deseret News (Salt Lake City),Jeff Vice,Toy Story 3,fresh,it's easily the best film of the summer so far ... if not the entire year.
San Jose Mercury News,Charlie McCollum,Toy Story 3,fresh,"in a summer that will be littered with bad sequels, bad 3-d and bad storytelling, it is a movie to be heartily embraced."
FromTheBalcony,Bill Clark,Toy Story 3,fresh,"...one of pixar's top-three finest works and, if the academy does what is right, a surefire best picture candidate."
Bullz-Eye.com,David Medsker,Toy Story 3,fresh,"the characters have always shown their feelings, but this time around, they show heart, and it makes for the most emotionally satisfying toy story of the bunch."
"Northwest Herald (Crystal Lake, IL)",Jeffrey Westhoff,Toy Story 3,fresh,"the oft-misused term ""trilogy"" probably will accompany this third film, but toy story 3 feels less like a final chapter than a long, superficially satisfying afterword."
San Francisco Chronicle,Mick LaSalle,Toy Story 3,fresh,"the story mixes comedy, drama and action with impressive skill, except this is beyond skill -- this is inspired."
NewsBlaze,Prairie Miller,Toy Story 3,fresh,"most giggle-inducing are occasional detours into random silliness. including a supremely vain and possibly duplicitous ken doll, and a candy vending machine as a cover for an internal gambling den, where incorrigible toys play with your deposited money."
TheFilmFile.com,Dustin Putman,Toy Story 3,fresh,"a fine quality film, affecting and carried out with just the right bittersweet touch. seek out the 2-d theatrical presentation. the 3-d serves absolutely no purpose and is a disservice to the visual artistry of pixar."
One Guy's Opinion,Frank Swietek,Toy Story 3,fresh,a worthy finale to one of the screen's best trilogies.
IGN Movies,Matt Fowler,Toy Story 3,fresh,"it's a beautiful, vibrant story about memories, the passing of time and how you treat the people in your life."
Beliefnet,Nell Minow,Toy Story 3,fresh,"a brief flashback sequence filled with breathtaking mastery of telling, evocative detail...with wit and style and chase scenes, and then brilliantly, perfectly resolved."
Oregonian,Mike Russell,Toy Story 3,fresh,"the studio's third outing with the motley crew of talking toys is ridiculously entertaining, tightly plotted, laugh-out-loud funny and emotionally true. it might even be the best in the series."
Watertown Daily Times,Adam Tobias,Toy Story 3,fresh,"... if there is a word more complimentary than perfect i would have used it, but i can't come up with one. wait, now that i think about it, maybe masterpiece is that word. yep, that will suffice. toy story 3 is an absolute masterpiece."
Film.com,Laremy Legel,Toy Story 3,fresh,a worthy finale to a fantastic franchise.
Screen It!,Jim Judy,Toy Story 3,fresh,"this is a highly entertaining, mega enjoyable and extremely well-made pic. (parental review also available)"
WaffleMovies.com,Willie Waffle,Toy Story 3,fresh,"the pixar team can combine storytelling, art, and emotion into a movie that still surprises and delights the audience whether they are 4-years old or 94-years old."
Mark Reviews Movies,Mark Dujsik,Toy Story 3,fresh,"their last playtime, an emotionally potent assertion of the importance of memory and the ongoing cycle of childhood wonderment, has come, and it has been a joyful dance."
eFilmCritic.com,Peter Sobczynski,Toy Story 3,fresh,a work so effortlessly charming and emotionally powerful that viewers will find their faith in the power and glory of film at least temporarily restored.
Common Sense Media,Sandie Angulo Chen,Toy Story 3,fresh,"smart, funny ""threequel"" a little scarier than first two."
Film Blather,Eugene Novikov,Toy Story 3,fresh,"the ending is the best scene in the best movie of the year, a deeply moving smiling-through-tears moment that i won't soon forget."
Spirituality and Practice,Frederic and Mary Ann Brussat,Toy Story 3,fresh,"a fine family film with an edifying tale, endearing and funny characters, and an appealing emotional undertow."
Reeling Reviews,Laura Clifford,Toy Story 3,fresh,"while the 3d ""toy story 3"" isn't utter perfection, as the first two films were, it is a welcome reunion with old friends, often funny and eventually quite moving."
Newark Star-Ledger,Stephen Whitty,Toy Story 3,fresh,"it's a sequel. it's in 3-d. it has no kiddie-flick competition. really, how good does it have to be? apparently, as good as pixar can make it."
Boston Herald,James Verniere,Toy Story 3,fresh,"this third installment co-scripted by michael arndt (""little miss sunshine"") turns out to be a surprisingly dark evocation of steven spielberg's ""a.i.: artificial intelligence"" (2001), readdressing the fear-of-abandonment theme, and it has several chuckle"
BrandonFibbs.com,Brandon Fibbs,Toy Story 3,fresh,"a pixar film is the closest thing you have to a guarantee in hollywood. name even one other cinematic enterprise in which you can take your seat, brazenly certain of complete fulfillment."
Decent Films Guide,Steven D. Greydanus,Toy Story 3,fresh,"toy story 2 remains the high-water mark, but in this finale pixar once again reaches for the sky."
Mania.com,Rob Vaux,Toy Story 3,fresh,how does pixar keep doing it? i think it's voodoo; does anyone else think it's voodoo?
Can Magazine,Fred Topel,Toy Story 3,fresh,"i seem to be defending each issue with a surprising amount of forgiveness. maybe it's one of those amazing conundrums where you love the stuff it does, but you hate how it gets there, and you're stuck with this push-pull of pleasure and remorse."
National Post,Chris Knight,Toy Story 3,fresh,"there's a saying, not often heard in hollywood: third time's the charm...fortunately, toy story has had a nice long rest -- it's been 11 years since part two -- while its makers at pixar have kept in shape with a string of seven hits."
EricDSnider.com,Eric D. Snider,Toy Story 3,fresh,"i don't want to oversell it, but toy story 3 is the single greatest thing mankind has ever produced."
MovieFreak.com,Sara Michelle Fetters,Toy Story 3,fresh,"these characters, this story, has matured at arguably the same rate as each installment as hit theatres, the level of insight to be found bordering on the breathtaking."
Cinematical,Joe Utichi,Toy Story 3,fresh,"if in singing the film's praises one can do no more than follow a familiar hymn sheet, so be it. like their plastic space ranger, pixar is a company prepared to reach infinity and beyond, and there's little sense arguing with such lofty ambition."
Indie Movies Online,Kimberly Gadette,Toy Story 3,fresh,"ts3 is so much more than mere child's play: a poignant, funny and sometimes surprisingly disquieting experience. pixar has once again flown to infinity ... and beyond."
New York Post,Lou Lumenick,Toy Story 3,fresh,"toy story 3 may not be a masterpiece, but it still had me in tears at the end."
Salon.com,Andrew O'Hehir,Toy Story 3,fresh,"a bona fide summer delight loaded with action, humor, nostalgia, a veritable blizzard of pop-culture references and general good vibes."
San Diego Union-Tribune,Alison Gang,Toy Story 3,fresh,my advice? bring a tissue.
BDK Reviews,Kevin McCarthy,Toy Story 3,fresh,"dare i say that toy story 3 is a perfect film? pixar, yet again, delivers a brilliant film that will make you laugh, cheer and even shed a few tears. bravo!"
St. Paul Pioneer Press,Chris Hewitt,Toy Story 3,fresh,"it's a soulful movie, but it's also very nearly as funny as the earlier toy movies are."
New England Movies Weekly,Daniel M. Kimmel,Toy Story 3,fresh,a fitting capstone to a landmark series of animated films.
About.com,David Nusair,Toy Story 3,fresh,the toy story saga comes full circle with an installment that's easily as compelling and consistently involving as both toy story and toy story 2...
BrianOrndorf.com,Brian Orndorf,Toy Story 3,fresh,"the third time isn't exactly the charm for this friendly series of films, but this next step in the evolution of buzz and woody is dutifully manic and frequently engaging."
eFilmCritic.com,Erik Childress,Toy Story 3,fresh,"a true circle of life that may end as the credits roll here but, as all good souls do, finds a way to begin again in a film that is every bit as wonderful as its predecessors."
"Advocate (Baton Rouge, LA)",John Wirt,Toy Story 3,fresh,"in execution, entertainment value and integrity, the latest pixar animated feature vastly outdoes the live-action summer movie fare that surrounds it."
Film Freak Central,Walter Chaw,Toy Story 3,fresh,"if the first half is uncertain, the second is flat brilliant."
Cinerina,Karina Montgomery,Toy Story 3,fresh,both a paean and a monument to creativity and the love of things that bring us joy. please reward the studio for giving us the best.
"Journal and Courier (Lafayette, IN)",Bob Bloom,Toy Story 3,fresh,"adults, especially those who had -- or still have -- a favorite toy will grasp the poignancy underlying the entire feature."
"Commercial Appeal (Memphis, TN)",John Beifuss,Toy Story 3,fresh,"i confess: i had to steel myself as if i were preparing for a punch in the face to keep from bawling like a baby during 'toy story 3' (which, among many other things, is a very witty spoof of the classic hollywood prison movie)."
What Would Toto Watch?,Christian Toto,Toy Story 3,fresh,can we put pixar in charge of every movie sequel?
PopMatters,Cynthia Fuchs,Toy Story 3,fresh,"in the cleverly entertaining toy story 3, ken is confused and superficial, and also pretty fabulous."
SSG Syndicate,Susan Granger,Toy Story 3,fresh,"a loving, nostalgic, heartfelt treat for the kid in all of us, 'toy story' may be the most treasured animated trilogy of all time."
Gazette (MD),Jeffrey Lyles,Toy Story 3,fresh,"is as close to moviemaking perfection as you could possibly ask for and easily stands as not just the summer's best film, but an easy favorite for the year's best as well."
The Atlantic,Christopher Orr,Toy Story 3,fresh,"as lotso, ned beatty offers the most compelling portrait of avuncular villainy since, well, ned beatty in network, and michael keaton's ken is the quintessence of himbo-ism."
Denver Post,Lisa Kennedy,Toy Story 3,fresh,"consider the oft-amusing, terribly clever g-rated sequel toy story 3 as the brightest student in the class delivering a very fine b paper."
Killer Movie Reviews,Andrea Chase,Toy Story 3,fresh,"characters that are as real as a kid's sense of wonder, and the kind of magic that transports everyone in the audience, regardless of age"
EDGE Boston,David Foucher,Toy Story 3,fresh,"pixar does it again - that is, they take a bunch of animated toys and teach us all about the human heart in an entertaining, magical way."
Film Journal International,Kevin Lally,Toy Story 3,fresh,enormously entertaining third chapter in the computer-animated series that started it all. delighted audiences will ensure a long shelf life for pixar's iconic toy collection.
NYC Movie Guru,Avi Offer,Toy Story 3,fresh,"briefly loses its footing during the first hour, but still manages to be an imaginative, witty, poignant and hilarious adventure that will captivate everyone. bring on toy story 4!"
Metromix.com,Geoff Berkshire,Toy Story 3,fresh,"exactly what this bummer of a summer needs -- a creative, intelligent, heartfelt slice of immensely satisfying entertainment."
HollywoodChicago.com,Brian Tallerico,Toy Story 3,fresh,"brilliantly tying up the two films that came before in a way that so many sequels fail to do, the geniuses at pixar have done it again. it's another masterpiece."
Palo Alto Weekly,Tyler Hanley,Toy Story 3,fresh,"pixar's storytelling masterminds serve up yet another exceptional film packed with humor, imagination, adventure and emotional resonance."
Combustible Celluloid,Jeffrey M. Anderson,Toy Story 3,fresh,a terrific and funny summer adventure.
Florida Times-Union,Matt Soergel,Toy Story 3,fresh,"this is how good ""toy story 3"" is: even the ending credits have more story arc, more emotional resonance, than many other movies have in their entire running time."
Scene-Stealers.com,Eric Melin,Toy Story 3,fresh,i hope this is the last toy story...a fitting and moving final chapter that takes the premise of the first movie to its logical conclusion.
New York Press,Armond White,Toy Story 3,rotten,toy story 3 is so besotted with brand names and product-placement that it stops being about the innocent pleasures of imagination -- the usefulness of toys -- and strictly celebrates consumerism.
ColeSmithey.com,Cole Smithey,Toy Story 3,rotten,[video essay] an obvious split between the accomplished progression of the first two movies and the inferior last installment is the departure of the enormously talented writer peter docter from the franchise.
Examiner.com,Austin O'Connor,Toy Story 3,fresh,"make no mistake: this toy story trilogy, and toy story 3 in particular, is a great work of art - one of the cleverest pieces of story-telling magic that hollywood has ever conjured."
Jam! Movies,Jim Slotek,Toy Story 3,fresh,"it's said pixar doesn't make bad movies. it may jump the shark one day, but i'm happy to report that day isn't today."
Globe and Mail,Liam Lacey,Toy Story 3,fresh,"at its best, most moving moments, toy story 3 is a story about the pang of a young adult moving away from home and leaving child-like things behind."
Rolling Stone,Peter Travers,Toy Story 3,fresh,it hits every button from laughter to tears and lifts you up on waves of visual dazzlement. and you don't need to take a kid along to appreciate it... tag it as one of the year's best.
Queer Sighted,Alonso Duralde,Toy Story 3,fresh,"suffice it to say that it's the funniest comedy and the most exciting action movie i've seen so far this year. (and i might have ruined a vintage handkerchief during the last 20 or so minutes of the film, but i'm not saying.)"
Tampa Bay Times,Steve Persall,Toy Story 3,fresh,"what pixar does better than any other artistic source is make us believe, including the notion that a fourth toy story, if it ever happens, would be even more carefully perfected than this."
MSN Movies,James Rocchi,Toy Story 3,fresh,"toy story 3 succeeds not because of its glossy and gleaming high-tech pixels, but rather because it is so well-written that you could tell it with low-tech hand puppets and still thrill and reach an audience of children and adults both."
Eclipse Magazine,Michelle Alexandria,Toy Story 3,fresh,"i wish i could be one of the few to hate on this movie, it'd drive up my traffic numbers. but i can't, it has an evil stuffed bear! toy story 3 is not perfect, but it's strong. this coming from a pixar hater."
Tri-City Herald,Gary Wolcott,Toy Story 3,fresh,pixar produces the best movies on the planet. period. want proof? after toy story 3 the audience cried then cheered. and critics cried. critics don't cry. ever.
Antagony & Ecstasy,Tim Brayton,Toy Story 3,fresh,"another summer, another pixar feature, another masterpiece."
NYC Film Critic,Ethan Alter,Toy Story 3,fresh,"the intelligence, wit, emotion and sheer care that the studio brings to this production is more than enough to make up for the few instances where its ambition outstrips its execution."
Techland,Steven Snyder,Toy Story 3,fresh,"in ts3, we come full circle to the biggest question of all: what does it mean not to feel outdated, or misunderstood, but truly useless? it's waiting for godot at lego scale."
7M Pictures,Kevin Carr,Toy Story 3,fresh,"how dare you, pixar! how. dare. you... it really isn't fair for other studios who are constantly playing hit-and-miss with the moviegoing public."
I.E. Weekly,Amy Nicholson,Toy Story 3,fresh,"woody's insistence on rallying everyone back to their bedroom makes him the toy box tina turner, and the flick is smart enough to know it."
ScreenRant,Vic Holtreman,Toy Story 3,fresh,"toy story is a funny, touching and most excellent farewell to the characters we've come to know and love."
